text,class
ขอให้สมหวังนะคะ,0
มีแผนสองค่าดันหลังให้ไปโค่น 112 ค่ะจะได้โดนยุบพรรคไปซะ,0
แต่ฝรั่งก็ชอบพูดเลขไทยนะคะเจอบ่อย,0
ยัง ยังจะไปต่อกะลังมันเลยพี่มาจับทำไม,0
เก่งจังค่ะ เราเห็นคุณสู้อยู่แนวหน้าด้อมแบมมี่ตลอดทำงานเก่งอีกได้เลื่อนขั้นสวยๆเย้ๆๆ,0
ซ้อมเลี้ยงแมวเพื่อนซักเดือนถ้าไหวก็เอาเลย,0
l อ้าวขอนุญาตลบ55555,0
ใช่ ตั้งแต่ลุงตู่มาประเทศเราได้เลื่อนอันดับโลกตั้งหลายด้าน เช่น ความเหลื่อมล้ำก็พุ่งขึ้นติดอันดับท็อป การคอร์รัปชั่น หนี้สาธารณะที่ได้ที่หนึ่งของเอเชีย ที่สามของโลก ทักษิณทำผลงานแบบนี้ได้ไหม ปั้ดโธ่ววว,0
แต่ก็ไม่ควรหนักขนาดนี้ไหม,0
ใครถือรูปอาจารย์ไว้ในมือเตรียมตัวเป็นเศรษฐีเลยนะคะ อะไรนะคะอ๋ออออรวยอยู่แล้วโอเคๆ,0
จริงๆควรถ่ายภาพในชุดนักโทษออกมาให้คนได้ดูเหมือนนักโทษการเมืองโดนค่ะ,0
เราจะไม่พูดอะไรที่สุ่มเสี่ยงต่อการโดนยุบพรรคค่ะ ดิชั้นอยากเลือกตั้งอยากให้พรรคจัดตั้งรัฐบาล ถึงเวลานั้นจะพูดเรื่องอะไรก็มาดิค่ะแต่ตอนนี้ไม่สะดวกค่ะ ใครสะดวกไปก่อนเลยค่า,0
ประเทศที่น่าจะมีแบทแมนที่สุดก็ประเทศนี้แหละ ตำรวจมันไม่ต่างจากโจรเท่าไรแล้ว,0
ไปทางไหนงัย,0
คิดว่าพรีเซนเตอร์ที่สร้างปรากฏการณ์ยอดขายทล่มทลายค่าตัวแค่ห้าบาทสิบบาทงั้นสิ ผู้บริหารไม่ได้บอกว่าเท่าไหร่เค้าแค่บอกว่ามหาศาลเจอก็ไปถามเค้าดูนะคะว่ามหาศาลของเค้ามันกี่บาท,0
น้องมะม่วงนางอยู่เป็นนะ หนูมาอาศัยบ้านพี่อยู่นิดนึงพี่อย่าตัดหนูนะคะเดี๋ยวหนูออกลูกให้พี่กินเยอะๆเลยค่ะ,0
เก็บไว้ซื้อหน้างานค่ะตอนนั้นน่าจะลดแลกแจกแถมกันตาหลุด,0
#newprofilepic,0
เปลี่ยนชื่อเป็นเฮอร์ริเคนมั้ยลูกชื่อฝุ่นเริ่มไม่สมตัวละ5555,0
ขออย่าให้มีอุปสรรคใดๆถึงที่หมายโดยปลอดภัยนะคะ,0
โอ้วาวน้องเก่งกว่าคนไทยแล้ว พี่ยังใช้ช้อนกินส้มตำอยู่เลยลูก555555,0
