text,class,text_clean
"เวลาเอาพิธีกรรมบ้าๆบอๆของวัดอื่นๆมาแซะ ถูกด่าว่าไปยุ่งกับความเชื่อ,ศรัทธาคนอื่น แต่พอเอาของธรรมกายมาแซะบ้าง พวกมึงชอบใจ 555 พุทธควยๆนี่หว่า",1,"เวลา เอา พิธีกรรมบ้า ๆ บอ ๆ ของ วัด อื่นๆ มา แซะ   ถูก ด่า ว่า ไป ยุ่ง กับ ความ เชื่อ ,ศรัทธาคน อื่น   แต่ พอ เอา ของ ธรรมกาย มา แซะ บ้าง   พวกมึง ชอบใจ   555   พุทธควย ๆ นี่ ห ว่า"
โกงกันจนรวย เหยียบหัวคนอื่นรวย พวกหัวควย,1,โกง กัน จน รวย   เหยียบหัวคน อื่น รวย   พวก หัวควย
น้องก็น้องเถอะ โกงเงินกู เบี้ยวไม่จ่ายตัง กูเจอหน้ามึงกูตีมึงแน่ ควย,0,น้อง ก็ น้อง เถอะ   โกงเงิน กู   เบี้ยว ไม่ จ่ายตัง   กู เจอหน้า มึง กู ตี มึง แน่   ควย
ที่อาจยังมีหน้าที่เป็นสามี เป็นพ่อของลูก เป็นลูกของของพ่อแม่ ได้แต่ขอให้เค้าปลอดภัย จากสวะที่ฆ่าคนเป็นผักปลา ไม่รู้ผิดชอบชั่วดีด้วยเถิด,1,ที่ อาจ ยัง มี หน้า ที่ เป็น สา มี   เป็น พ่อ ของ ลูก   เป็น ลูก ของ ของ พ่อแม่   ได้แต่ ขอ ให้ เค้าปลอดภัย   จาก สวะ ที่ ฆ่าคน เป็น ผักปลา   ไม่ รู้ ผิด ชอบชั่วดี ด้วย เถิด
เกลียดพ่อแม่ ปู่ย่าตายายของมันด้วย เกลียดทุกคนในครอบครัวสวะนั้น ใจนึงก็อยากให้โต๊ะแชตายไว ๆ จะได้เลิกติดต่อกันสักที,1,เกลียดพ่อแม่   ปู่ย่าตายาย ของ มัน ด้วย   เกลียด ทุกคน ใน ครอบครัวสวะ นั้น   ใจนึง ก็ อยาก ให้ โต๊ะแชตายไว   ๆ   จะได้ เลิกติด ต่อกัน สัก ที
พวกคนที่ไม่เห็นค่าคนอื่นตอนที่เห็นอะไรดีกว่าก็คือเศษสวะดีๆนี่แหล่ะ ข้างในต่ำทราม,0,พวก คน ที่ ไม่ เห็น ค่าคน อื่น ตอน ที่ เห็น อะไร ดี กว่า ก็คือ เศษสวะดี ๆ นี่ แหล่ะ   ข้าง ใน ต่ำทราม
เบื่อพวกเล่นเกมเเล้วปากเก่ง ขอโทษนะคะเล่นเกมอะฝีมือให้เก่งเหมือนปากหน่อย สวะอะพูดตรงนะ,1,เบื่อ พวก เล่นเกมเเล้วปากเก่ง   ขอ โทษ นะ คะ เล่นเกมอะฝีมือ ให้ เก่งเหมือนปาก หน่อย   สวะอะ พูด ตรง นะ
เรื่องเอาหน้าล่ะที่หนึ่ง อันไหนความผิดตัวไม่รับ ยังมาปัดสวะให้คนอื่น ห่า,0,เรื่อง เอา หน้าล่ะ ที่ หนึ่ง   อันไหน ความ ผิด ตัว ไม่ รับ   ยัง มา ปัดสวะ ให้ คน อื่น   ห่า
ใครแคร์ความคิดของสวะ ขยะประเทศวะ,1,ใคร แคร์ ความ คิด ของ สวะ   ขยะประเทศวะ
กูต้องทนอยู่ในสังคมสวะนี่ไปนานแค่ไหนอะ,1,กู ต้อง ทน อยู่ ใน สังคมสวะ นี่ ไป นาน แค่ไหน อะ
ไอ้พวก บ้าปืน เผด็จการ มันก็แค่ สวะ,1,ไอ้ พวก   บ้าปืน   เผด็จ การ   มัน ก็แค่   สวะ
ควรแบ่งแยกชนชั้นพวกสวะกับพวกเล่นเก่ง ไม่ใช่อันดับนี้ แพลตฟอร์มนี้มีแต่ส้นตีน,1,ควร แบ่งแยกชนชั้น พวก สวะ กับ พวก เล่นเก่ง   ไม่ใช่ อัน ดับ นี้   แพลตฟอร์ม นี้ มีแต่ ส้นตีน
มันใช่พระซะที่ไหนยังจะคิดว่ามันคือพระพวกมึงโง่จริงๆเห่าว่าพุทธอยู่ได้พวกมึงก็แค่สวะขยะสังคมเท่านั้นดีแต่ทำคนอื่นเดือดร้อนไปวันๆธรรมกาย,1,มัน ใช่ พระ ซะ ที่ไหน ยังจะ คิดว่า มัน คือ พระ พวกมึง โง่ จริงๆ เห่า ว่า พุทธ อยู่ ได้ พวกมึง ก็แค่ สวะขยะสังคม เท่านั้น ดี แต่ ทำคน อื่น เดือดร้อน ไป วัน ๆ ธรรมกาย
